          40
 Geom           1
h         -1.6062319105          1.7508124055          1.5694706871
c         -3.4763988126         -0.9824973372         -0.6508811956
h         -1.5969811108         -1.7620215965         -1.2202017322
c         -4.1883726052         -0.0078245960         -0.0282663344
h         -4.0120443190          1.6592887048          1.3584451425
h         -4.1710724273         -1.5653947406         -1.1732521445
c         -5.6274222147         -0.0163728763         -0.1032341870
c         -6.8224781372         -0.0465592231         -0.2585376133
h          0.9959209622         -4.2224491238          1.4593868728
h          4.0348591024          6.7861916823         -0.1308238880
h          3.6982286137         -6.8484445396         -0.1470420184
h         -7.8521334090          0.1503950452         -0.1794874777
          40
 Geom          13
c          3.3357622680          5.8650739108          0.1569836093
c          2.7392267230          4.8456233179          0.0117608769
c          2.0919023743          3.5204843601         -0.1044477989
c          1.0621522869          3.3725931774         -0.9658190849
c          2.4734962492          2.6048949938          0.8969762680
c          0.3591726014          2.1833532446         -0.9724908995
h          0.8132291846          4.1526485550         -1.5064088954
c          1.7305371908          1.4633106936          0.8847836289
h          3.1074245204          2.9266300977          1.7290353970
c          0.6985398983          1.1591449213         -0.0875531688
h         -0.6084028206          2.2568796811         -1.4194781336
h          1.9556071861          0.4896776490          1.5968618159
n         -0.0299830538         -0.0447251755         -0.0375642121
c          0.7357608738         -1.1800386973         -0.0210251767
c          0.2680318553         -2.2582477180          0.8374529384
c          1.8782948747         -1.3843911577         -0.7421200843
c          0.9956690738         -3.4585720437          0.8137351799
h         -0.5728180127         -2.3056039026          1.5009737547
c          2.6270625587         -2.5950751484         -0.7258098864
h          2.2348125783         -0.7846791588         -1.2147576861
c          2.1863405065         -3.6546866985          0.0298628255
c          2.9253519694         -4.8370547016         -0.0780435151
h          3.5616977016         -2.9086061418         -1.5234609973
c          3.4944171492         -5.9051191191         -0.0738468768
c         -1.4662207082         -0.0741358223         -0.0608973873
c         -2.1176027465          0.8942499342          0.8034425159
c         -2.1557115396         -0.9248894575         -0.8325663795
c         -3.4569345119          1.0229131125          0.8218577269
h         -1.4569804337          1.6009206586          1.4756749743
c         -3.5206985291         -0.8397518655         -0.7583817242
h         -1.5628205770         -1.6951685186         -1.4063866904
c         -4.2439281554          0.1438082310         -0.0080880933
h         -4.1686094400          1.5872126074          1.5548400960
h         -4.3722305635         -1.3583495159         -1.1609527238
c         -5.6618188315          0.0453466711          0.0294180056
c         -6.9092758409          0.0737381455          0.0539193547
h          0.6707411020         -4.2199756150          1.6360847381
h          3.9216328455          6.6515242421          0.2352710675
h          4.0664609356         -6.8485536674         -0.1396580931
h         -8.0015490695          0.0927124411          0.2470044927
          40
 Geom          14
c          3.3665062449          5.9350617027          0.0991072130
c          2.7976527624          4.8740919690          0.0793432295
c          2.1390757465          3.5792974655         -0.0172299379
c          0.9911728451          3.4748455956         -0.7237108146
c          2.6762185282          2.4435910413          0.6735376109
c          0.2977076295          2.3062427572         -0.7313424496
h          0.7926709814          4.2990592314         -1.2941735070
c          1.9297424022          1.3489816933          0.7601185971
h          3.6593174416          2.7435073534          1.1654844332
c          0.6663556245          1.2567212631          0.0795017573
h         -0.6140775667          2.1035186657         -1.5395972834
h          2.1700950290          0.6809231017          1.4295951055
n         -0.0779356945          0.0419446825          0.0402349418
c          0.7169202360         -1.2850049258         -0.0263766195
c          0.4227369113         -2.2662213597          1.0543654987
c          1.6678307119         -1.3997039070         -1.0276414364
c          1.1300360907         -3.4325314708          0.9910807963
h         -0.2840611468         -2.3221856303          1.8327531276
c          2.4231100967         -2.5694035309         -0.9308544319
h          1.9583691893         -0.8116445858         -1.7555254441
c          2.1771257700         -3.5532073568          0.0012275061
c          2.8306259542         -4.8077667751         -0.0194024002
h          3.0148395064         -2.9335941166         -1.7408980232
c          3.3809031524         -5.9716280777         -0.0178605209
c         -1.4165734977         -0.0285498120          0.0521679634
c         -2.1606520590          0.9366988787          0.7277749698
c         -2.1412717541         -0.9918385644         -0.7833869222
c         -3.5105269980          1.0323808067          0.6452894959
h         -1.5558918050          1.7246167143          1.2063627430
c         -3.5139929329         -0.9614635805         -0.7061632296
h         -1.7028024674         -1.4593579433         -1.4419904613
c         -4.1818928972          0.0564771024         -0.0184466212
h         -4.0083885297          1.8798378870          1.0603014620
h         -4.0858803951         -1.6524548657         -1.4147904842
c         -5.6865300138         -0.0100856934         -0.0239935505
c         -6.9058081405         -0.0253228089         -0.0950476567
h          1.0622250697         -4.1651290984          1.8257646924
h          3.6585608335          7.0228477733          0.0295255545
h          3.8710896563         -6.7770602599         -0.2074403009
h         -8.0028422974         -0.2205074524         -0.2155233914
          40
 Geom          15
c          3.6174555474          5.8292995061          0.0677320524
c          2.8672262256          4.9112985432          0.0159311387
c          2.1477579227          3.6221918138          0.0245971275
c          1.0250055713          3.4423034488         -0.8016613680
c          2.4201201944          2.5953610377          0.9005006774
c          0.2924732730          2.2690601194         -0.7904067312
